Nose,Center of Chest,right shoulder,right elbow,right wrist,left shoulder,left elbow,left wrist,right hip,right knee,right ankle,left hip,left knee,right ankle,right eye,left eye,right ear,left ear,time
"0,0,0","-0.311,-0.014,0.42","0,0,0","0,0,0","0,0,0","-0.265,0.034,0.598","-0.203,0.226,0.678","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.216,-0.195,0.485","-0.202,-0.198,0.529","-0.303,-0.173,0.441","0,0,0",1627598309.5945399
"-0.187,-0.16,0.514","-0.308,-0.01,0.421","0,0,0","0,0,0","0,0,0","-0.265,0.034,0.599","-0.209,0.231,0.674","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.216,-0.19,0.486","-0.202,-0.198,0.53","-0.303,-0.173,0.441","0,0,0",1627598309.6643722
"0,0,0","-0.31,-0.014,0.423","0,0,0","0,0,0","0,0,0","-0.265,0.034,0.598","-0.208,0.231,0.673","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.216,-0.19,0.486","-0.2,-0.196,0.538","-0.303,-0.173,0.441","0,0,0",1627598309.7479043
"0,0,0","-0.311,-0.01,0.419","0,0,0","0,0,0","0,0,0","-0.265,0.034,0.598","-0.208,0.224,0.672","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.215,-0.19,0.484","-0.199,-0.195,0.536","-0.302,-0.173,0.44","0,0,0",1627598309.839717
"-0.186,-0.154,0.51","-0.31,-0.01,0.424","0,0,0","0,0,0","0,0,0","-0.265,0.034,0.598","-0.203,0.232,0.676","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.212,-0.186,0.485","-0.195,-0.191,0.525","-0.3,-0.17,0.442","0,0,0",1627598309.9326928
"-0.181,-0.145,0.512","-0.31,-0.01,0.423","0,0,0","0,0,0","0,0,0","-0.265,0.034,0.598","-0.203,0.226,0.677","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.207,-0.182,0.486","-0.192,-0.182,0.527","-0.295,-0.169,0.44","0,0,0",1627598310.030704
"-0.182,-0.146,0.513","-0.308,-0.01,0.426","0,0,0","0,0,0","0,0,0","-0.26,0.04,0.597","-0.203,0.225,0.676","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.203,-0.182,0.486","-0.191,-0.187,0.539","-0.296,-0.17,0.442","0,0,0",1627598310.1167376
"-0.177,-0.146,0.514","-0.307,-0.01,0.424","0,0,0","0,0,0","0,0,0","-0.258,0.034,0.594","-0.198,0.232,0.677","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.2,-0.178,0.49","-0.186,-0.182,0.525","-0.296,-0.17,0.442","0,0,0",1627598310.190685
"-0.176,-0.145,0.512","-0.306,-0.01,0.423","0,0,0","0,0,0","0,0,0","-0.257,0.039,0.592","-0.193,0.234,0.682","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.198,-0.181,0.485","-0.185,-0.186,0.536","-0.291,-0.17,0.441","0,0,0",1627598310.2645812
"-0.176,-0.145,0.512","-0.304,-0.01,0.426","0,0,0","0,0,0","0,0,0","-0.256,0.034,0.602","-0.198,0.233,0.679","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.199,-0.182,0.486","-0.184,-0.185,0.533","-0.288,-0.17,0.441","0,0,0",1627598310.3346784
"-0.175,-0.144,0.509","-0.304,-0.01,0.426","0,0,0","0,0,0","0,0,0","-0.255,0.04,0.599","-0.198,0.233,0.678","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.199,-0.182,0.486","-0.184,-0.185,0.534","-0.287,-0.169,0.44","0,0,0",1627598310.4213774
"-0.176,-0.145,0.511","-0.307,-0.01,0.424","0,0,0","0,0,0","0,0,0","-0.255,0.04,0.599","-0.198,0.226,0.679","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.198,-0.181,0.485","-0.184,-0.185,0.535","-0.291,-0.169,0.44","0,0,0",1627598310.5347373
"-0.175,-0.144,0.509","-0.306,-0.01,0.423","0,0,0","0,0,0","0,0,0","-0.255,0.04,0.6","-0.198,0.233,0.678","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.199,-0.182,0.487","-0.184,-0.185,0.534","-0.29,-0.172,0.439","0,0,0",1627598310.6390162
"-0.175,-0.148,0.509","-0.307,-0.01,0.419","0,0,0","0,0,0","0,0,0","-0.258,0.034,0.594","-0.198,0.233,0.678","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.201,-0.185,0.483","0,0,0","-0.291,-0.169,0.44","0,0,0",1627598310.741653
"-0.175,-0.153,0.509","-0.305,-0.01,0.422","0,0,0","0,0,0","0,0,0","-0.258,0.034,0.593","-0.198,0.226,0.679","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.201,-0.185,0.483","-0.185,-0.19,0.523","-0.291,-0.169,0.44","0,0,0",1627598310.8566892
"-0.175,-0.153,0.509","-0.305,-0.01,0.422","0,0,0","0,0,0","0,0,0","-0.259,0.034,0.595","-0.198,0.232,0.677","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.201,-0.185,0.482","-0.185,-0.195,0.535","-0.291,-0.169,0.44","0,0,0",1627598310.9763029
"-0.175,-0.148,0.509","-0.305,-0.01,0.422","0,0,0","0,0,0","0,0,0","-0.255,0.034,0.6","-0.198,0.226,0.678","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.197,-0.185,0.482","-0.184,-0.19,0.534","-0.29,-0.169,0.439","0,0,0",1627598311.0931938
"-0.175,-0.148,0.507","-0.307,-0.01,0.42","0,0,0","0,0,0","0,0,0","-0.254,0.034,0.598","-0.198,0.226,0.677","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.197,-0.185,0.482","-0.184,-0.19,0.533","-0.289,-0.172,0.438","0,0,0",1627598311.2221572
"-0.175,-0.148,0.507","-0.304,-0.01,0.425","0,0,0","0,0,0","0,0,0","-0.254,0.034,0.598","-0.198,0.233,0.679","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.197,-0.185,0.482","-0.184,-0.19,0.534","-0.289,-0.168,0.438","0,0,0",1627598311.3123507
"-0.175,-0.148,0.507","-0.305,-0.01,0.421","0,0,0","0,0,0","0,0,0","-0.254,0.034,0.597","-0.198,0.226,0.678","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.198,-0.181,0.485","-0.185,-0.186,0.522","-0.289,-0.168,0.438","0,0,0",1627598311.4336576
"-0.175,-0.148,0.507","-0.307,-0.01,0.419","0,0,0","0,0,0","0,0,0","-0.255,0.034,0.599","-0.193,0.234,0.682","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.198,-0.185,0.483","-0.184,-0.19,0.533","-0.289,-0.168,0.438","0,0,0",1627598311.5126028
"-0.178,-0.147,0.503","-0.305,-0.01,0.422","0,0,0","0,0,0","0,0,0","-0.255,0.034,0.6","-0.202,0.224,0.673","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.2,-0.184,0.48","-0.185,-0.186,0.522","-0.293,-0.168,0.438","0,0,0",1627598311.6353745
"-0.174,-0.144,0.506","-0.305,-0.01,0.421","0,0,0","0,0,0","0,0,0","-0.255,0.034,0.599","-0.198,0.232,0.677","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.198,-0.181,0.483","-0.185,-0.181,0.522","-0.289,-0.168,0.437","0,0,0",1627598311.7648454
"-0.174,-0.148,0.506","-0.307,-0.01,0.419","0,0,0","0,0,0","0,0,0","-0.255,0.034,0.599","-0.202,0.225,0.674","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.199,-0.183,0.478","-0.185,-0.181,0.523","-0.293,-0.168,0.437","0,0,0",1627598311.8881254
"-0.174,-0.148,0.506","-0.304,-0.01,0.425","0,0,0","0,0,0","0,0,0","-0.255,0.034,0.599","-0.201,0.224,0.671","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.2,-0.184,0.479","-0.185,-0.186,0.522","-0.293,-0.171,0.437","0,0,0",1627598311.977528
"-0.175,-0.153,0.507","-0.305,-0.01,0.421","0,0,0","0,0,0","0,0,0","-0.254,0.034,0.598","-0.198,0.226,0.677","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.2,-0.184,0.48","-0.185,-0.19,0.522","-0.289,-0.168,0.437","0,0,0",1627598312.1214414
"-0.175,-0.148,0.508","-0.305,-0.006,0.421","0,0,0","0,0,0","0,0,0","-0.255,0.04,0.599","-0.192,0.233,0.68","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.201,-0.184,0.481","-0.186,-0.187,0.526","-0.289,-0.168,0.438","0,0,0",1627598312.2362142
"-0.179,-0.152,0.506","-0.306,-0.01,0.423","0,0,0","0,0,0","0,0,0","-0.249,0.04,0.6","-0.202,0.224,0.672","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.202,-0.186,0.484","-0.188,-0.198,0.529","-0.293,-0.172,0.438","0,0,0",1627598312.3831403
"-0.179,-0.152,0.506","-0.305,-0.01,0.421","0,0,0","0,0,0","0,0,0","-0.25,0.04,0.601","-0.197,0.225,0.676","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.201,-0.185,0.483","-0.187,-0.197,0.528","-0.293,-0.172,0.438","0,0,0",1627598312.5096147
"-0.175,-0.153,0.508","-0.305,-0.01,0.422","0,0,0","0,0,0","0,0,0","-0.251,0.04,0.603","-0.198,0.226,0.677","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.202,-0.186,0.484","-0.188,-0.193,0.531","-0.294,-0.169,0.439","0,0,0",1627598312.6258667
"-0.176,-0.154,0.511","-0.304,-0.006,0.425","0,0,0","0,0,0","0,0,0","-0.25,0.04,0.602","-0.197,0.225,0.676","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.202,-0.186,0.485","-0.189,-0.194,0.533","-0.295,-0.169,0.44","0,0,0",1627598312.7402718
"-0.181,-0.154,0.51","-0.304,-0.01,0.426","0,0,0","0,0,0","0,0,0","-0.25,0.04,0.602","-0.197,0.231,0.675","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.203,-0.187,0.487","-0.189,-0.199,0.534","-0.291,-0.169,0.44","0,0,0",1627598312.8439069
"-0.181,-0.154,0.51","-0.305,-0.01,0.422","0,0,0","0,0,0","0,0,0","-0.25,0.04,0.602","-0.191,0.232,0.678","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.203,-0.187,0.487","-0.189,-0.199,0.534","-0.291,-0.17,0.441","0,0,0",1627598312.96437
"-0.176,-0.149,0.512","-0.304,-0.01,0.425","0,0,0","0,0,0","0,0,0","-0.249,0.04,0.6","-0.192,0.233,0.679","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.203,-0.186,0.486","-0.189,-0.194,0.533","-0.291,-0.17,0.441","0,0,0",1627598313.076174
"-0.176,-0.149,0.512","-0.304,-0.01,0.425","0,0,0","0,0,0","0,0,0","-0.249,0.04,0.6","-0.197,0.225,0.674","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.202,-0.186,0.485","-0.189,-0.189,0.532","-0.291,-0.17,0.441","0,0,0",1627598313.2005668
"-0.176,-0.149,0.512","-0.303,-0.01,0.424","0,0,0","0,0,0","0,0,0","-0.25,0.034,0.602","-0.197,0.231,0.674","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.202,-0.186,0.485","0,0,0","-0.291,-0.169,0.44","0,0,0",1627598313.341191
"-0.176,-0.149,0.511","-0.301,-0.006,0.427","0,0,0","0,0,0","0,0,0","-0.25,0.04,0.601","-0.197,0.231,0.674","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.202,-0.186,0.484","-0.189,-0.19,0.534","-0.291,-0.169,0.44","0,0,0",1627598313.4598613
"-0.176,-0.149,0.511","-0.302,-0.011,0.428","0,0,0","0,0,0","0,0,0","-0.249,0.04,0.6","-0.197,0.232,0.676","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.202,-0.186,0.484","-0.189,-0.189,0.532","-0.291,-0.173,0.44","0,0,0",1627598313.5785692
"-0.176,-0.149,0.511","-0.3,-0.006,0.426","0,0,0","0,0,0","0,0,0","-0.249,0.04,0.6","-0.201,0.223,0.67","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.199,-0.187,0.487","-0.189,-0.189,0.532","-0.291,-0.169,0.44","0,0,0",1627598313.699922
"-0.176,-0.154,0.511","-0.3,-0.006,0.426","0,0,0","0,0,0","0,0,0","-0.249,0.04,0.599","-0.197,0.232,0.676","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.201,-0.185,0.483","-0.188,-0.193,0.531","-0.291,-0.169,0.44","0,0,0",1627598313.8277085
"-0.176,-0.154,0.51","-0.301,-0.006,0.422","0,0,0","0,0,0","0,0,0","-0.248,0.04,0.598","-0.197,0.225,0.674","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.201,-0.185,0.483","-0.186,-0.191,0.524","-0.29,-0.169,0.439","0,0,0",1627598313.9478912
"-0.175,-0.153,0.509","-0.3,-0.01,0.426","0,0,0","0,0,0","0,0,0","-0.248,0.04,0.598","-0.196,0.23,0.672","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.201,-0.185,0.482","-0.184,-0.189,0.52","-0.29,-0.169,0.439","0,0,0",1627598314.080683
"-0.172,-0.149,0.51","-0.301,-0.011,0.427","0,0,0","0,0,0","0,0,0","-0.248,0.039,0.596","-0.196,0.231,0.673","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.198,-0.181,0.484","-0.184,-0.19,0.533","-0.289,-0.168,0.438","0,0,0",1627598314.2123725
"-0.171,-0.148,0.509","-0.302,-0.011,0.428","0,0,0","0,0,0","0,0,0","-0.249,0.04,0.599","-0.191,0.232,0.676","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.197,-0.185,0.482","-0.184,-0.19,0.533","-0.289,-0.168,0.438","0,0,0",1627598314.3586917
"-0.175,-0.148,0.508","-0.303,-0.01,0.424","0,0,0","0,0,0","0,0,0","-0.248,0.04,0.598","-0.196,0.23,0.672","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.201,-0.184,0.481","-0.185,-0.19,0.523","-0.289,-0.168,0.438","0,0,0",1627598314.5005348
"-0.175,-0.153,0.509","-0.3,-0.006,0.426","0,0,0","0,0,0","0,0,0","-0.246,0.04,0.604","-0.196,0.231,0.673","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.198,-0.186,0.484","-0.184,-0.194,0.533","-0.29,-0.169,0.439","0,0,0",1627598314.638284
"-0.176,-0.149,0.51","-0.302,-0.01,0.423","0,0,0","0,0,0","0,0,0","-0.249,0.04,0.599","-0.197,0.231,0.675","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.201,-0.185,0.482","-0.184,-0.194,0.534","-0.29,-0.169,0.439","0,0,0",1627598314.770709
"-0.176,-0.149,0.51","-0.303,-0.01,0.424","0,0,0","0,0,0","0,0,0","-0.249,0.04,0.6","-0.197,0.232,0.676","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.198,-0.186,0.485","-0.184,-0.19,0.534","-0.29,-0.169,0.439","0,0,0",1627598314.9038057
"-0.175,-0.148,0.509","-0.304,-0.01,0.425","0,0,0","0,0,0","0,0,0","-0.249,0.04,0.6","-0.197,0.225,0.676","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.198,-0.186,0.485","-0.185,-0.195,0.535","-0.29,-0.169,0.439","0,0,0",1627598315.0404904
"-0.175,-0.148,0.509","-0.304,-0.01,0.426","0,0,0","0,0,0","0,0,0","-0.249,0.04,0.6","-0.197,0.231,0.674","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.201,-0.185,0.483","-0.185,-0.19,0.535","-0.29,-0.172,0.439","0,0,0",1627598315.1750715
"-0.176,-0.149,0.51","-0.303,-0.011,0.43","0,0,0","0,0,0","0,0,0","-0.249,0.04,0.6","-0.197,0.231,0.675","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.198,-0.186,0.485","-0.184,-0.19,0.534","-0.29,-0.169,0.439","0,0,0",1627598315.3302197
"-0.176,-0.149,0.51","-0.302,-0.006,0.428","0,0,0","0,0,0","0,0,0","-0.249,0.04,0.6","-0.197,0.232,0.676","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.198,-0.186,0.485","-0.184,-0.19,0.534","-0.291,-0.169,0.44","0,0,0",1627598315.4738634
"-0.172,-0.149,0.511","-0.302,-0.006,0.428","0,0,0","0,0,0","0,0,0","-0.249,0.04,0.6","-0.197,0.231,0.674","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.198,-0.186,0.485","-0.185,-0.195,0.537","-0.29,-0.169,0.439","0,0,0",1627598315.6049817
"-0.172,-0.149,0.511","-0.303,-0.011,0.43","0,0,0","0,0,0","0,0,0","-0.249,0.034,0.6","-0.196,0.231,0.673","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.201,-0.184,0.481","-0.184,-0.19,0.533","-0.29,-0.172,0.439","0,0,0",1627598315.7377963
"-0.172,-0.149,0.51","-0.302,-0.006,0.428","0,0,0","0,0,0","0,0,0","-0.249,0.04,0.6","-0.196,0.23,0.671","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.2,-0.184,0.48","-0.184,-0.194,0.533","-0.289,-0.172,0.438","0,0,0",1627598315.869647
"-0.172,-0.149,0.51","-0.302,-0.011,0.428","0,0,0","0,0,0","0,0,0","-0.249,0.04,0.599","-0.196,0.231,0.673","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.198,-0.185,0.483","-0.183,-0.189,0.532","-0.29,-0.169,0.439","0,0,0",1627598316.01041
"0,0,0","-0.302,-0.011,0.428","0,0,0","0,0,0","0,0,0","-0.248,0.04,0.597","-0.196,0.231,0.673","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.198,-0.185,0.483","-0.184,-0.194,0.534","-0.29,-0.169,0.439","0,0,0",1627598316.1467304
"-0.171,-0.148,0.509","-0.302,-0.006,0.423","0,0,0","0,0,0","0,0,0","-0.249,0.04,0.599","-0.192,0.233,0.679","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.2,-0.184,0.48","-0.184,-0.19,0.533","-0.29,-0.169,0.439","0,0,0",1627598316.297796
"-0.172,-0.149,0.511","-0.303,-0.006,0.424","0,0,0","0,0,0","0,0,0","-0.249,0.04,0.6","-0.192,0.234,0.681","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.198,-0.186,0.484","-0.185,-0.191,0.536","-0.286,-0.169,0.439","0,0,0",1627598316.4418173
"-0.172,-0.149,0.511","-0.303,-0.01,0.424","0,0,0","0,0,0","0,0,0","-0.249,0.04,0.599","-0.197,0.231,0.675","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.198,-0.186,0.484","-0.185,-0.19,0.535","-0.291,-0.169,0.44","0,0,0",1627598316.5648956
"-0.172,-0.149,0.511","-0.302,-0.006,0.423","0,0,0","0,0,0","0,0,0","-0.25,0.04,0.601","-0.197,0.232,0.676","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.198,-0.186,0.484","-0.184,-0.19,0.534","-0.286,-0.169,0.439","0,0,0",1627598316.6907954
"-0.176,-0.145,0.511","-0.301,-0.006,0.427","0,0,0","0,0,0","0,0,0","-0.249,0.04,0.6","-0.197,0.232,0.676","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.199,-0.182,0.486","0,0,0","-0.286,-0.169,0.439","0,0,0",1627598316.806535
"-0.176,-0.145,0.511","-0.302,-0.006,0.423","0,0,0","0,0,0","0,0,0","-0.25,0.04,0.601","-0.197,0.231,0.675","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.199,-0.182,0.486","0,0,0","-0.287,-0.169,0.44","0,0,0",1627598316.914407
"-0.173,-0.15,0.515","-0.301,-0.006,0.427","0,0,0","0,0,0","0,0,0","-0.249,0.04,0.6","-0.197,0.231,0.675","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.199,-0.186,0.486","-0.186,-0.192,0.539","-0.287,-0.169,0.44","0,0,0",1627598317.0443542
"-0.174,-0.15,0.516","-0.301,-0.006,0.427","0,0,0","0,0,0","0,0,0","-0.25,0.04,0.601","-0.197,0.232,0.676","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.199,-0.187,0.487","-0.185,-0.191,0.536","-0.288,-0.17,0.441","0,0,0",1627598317.1541111
"-0.174,-0.15,0.516","-0.301,-0.006,0.422","0,0,0","0,0,0","0,0,0","-0.249,0.04,0.6","-0.197,0.231,0.675","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.199,-0.187,0.487","-0.186,-0.196,0.538","-0.287,-0.169,0.44","0,0,0",1627598317.2809021
"-0.173,-0.155,0.514","-0.301,-0.006,0.427","0,0,0","0,0,0","0,0,0","-0.25,0.04,0.601","-0.197,0.231,0.674","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.199,-0.186,0.486","-0.186,-0.192,0.539","-0.287,-0.169,0.44","0,0,0",1627598317.4120831
"-0.173,-0.15,0.515","-0.301,-0.006,0.427","0,0,0","0,0,0","0,0,0","-0.25,0.04,0.601","-0.197,0.232,0.676","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.199,-0.187,0.487","-0.185,-0.191,0.536","-0.287,-0.169,0.44","0,0,0",1627598317.5555081
"-0.173,-0.15,0.515","-0.301,-0.006,0.427","0,0,0","0,0,0","0,0,0","-0.25,0.04,0.601","-0.192,0.233,0.68","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.199,-0.186,0.486","-0.185,-0.191,0.537","-0.287,-0.169,0.44","0,0,0",1627598317.6645136
"-0.173,-0.15,0.513","-0.3,-0.011,0.431","0,0,0","0,0,0","0,0,0","-0.249,0.04,0.6","-0.197,0.231,0.675","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.199,-0.186,0.486","-0.185,-0.19,0.535","-0.287,-0.169,0.44","0,0,0",1627598317.7669468
"-0.173,-0.15,0.514","-0.301,-0.006,0.427","0,0,0","0,0,0","0,0,0","-0.249,0.04,0.6","-0.192,0.233,0.68","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.199,-0.182,0.487","-0.184,-0.19,0.533","-0.287,-0.169,0.44","0,0,0",1627598317.8761244
"-0.173,-0.15,0.515","-0.302,-0.006,0.428","0,0,0","0,0,0","0,0,0","-0.249,0.04,0.6","-0.192,0.233,0.679","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.198,-0.186,0.485","-0.183,-0.184,0.531","-0.287,-0.169,0.44","0,0,0",1627598317.9939625
"-0.173,-0.15,0.513","-0.301,-0.006,0.427","0,0,0","0,0,0","0,0,0","-0.249,0.04,0.6","-0.197,0.232,0.676","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.199,-0.186,0.486","-0.184,-0.19,0.533","-0.287,-0.169,0.44","0,0,0",1627598318.1112711
"-0.173,-0.15,0.513","-0.302,-0.006,0.428","0,0,0","0,0,0","0,0,0","-0.249,0.04,0.6","-0.197,0.231,0.675","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.199,-0.182,0.487","-0.184,-0.185,0.533","-0.287,-0.169,0.44","0,0,0",1627598318.2283878
"-0.173,-0.15,0.515","-0.303,-0.006,0.424","0,0,0","0,0,0","0,0,0","-0.25,0.04,0.601","-0.197,0.232,0.676","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.199,-0.186,0.486","-0.184,-0.19,0.533","-0.287,-0.169,0.44","0,0,0",1627598318.3740294
"-0.173,-0.15,0.513","-0.303,-0.006,0.424","0,0,0","0,0,0","0,0,0","-0.249,0.04,0.6","-0.201,0.223,0.67","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.199,-0.182,0.487","-0.184,-0.19,0.533","-0.287,-0.169,0.44","0,0,0",1627598318.4878178
"-0.173,-0.15,0.513","-0.302,-0.011,0.429","0,0,0","0,0,0","0,0,0","-0.249,0.04,0.6","-0.201,0.223,0.67","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.199,-0.182,0.487","-0.184,-0.19,0.533","-0.287,-0.169,0.44","0,0,0",1627598318.6107523
"-0.173,-0.15,0.513","-0.302,-0.006,0.428","0,0,0","0,0,0","0,0,0","-0.249,0.04,0.6","-0.197,0.231,0.674","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.198,-0.186,0.485","-0.184,-0.19,0.534","-0.287,-0.169,0.44","0,0,0",1627598318.727279
"-0.173,-0.15,0.513","-0.302,-0.011,0.429","0,0,0","0,0,0","0,0,0","-0.249,0.04,0.6","-0.197,0.232,0.676","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.199,-0.186,0.486","-0.184,-0.19,0.533","-0.287,-0.169,0.44","0,0,0",1627598318.8376906
"-0.173,-0.15,0.514","-0.302,-0.006,0.428","0,0,0","0,0,0","0,0,0","-0.249,0.04,0.6","-0.197,0.231,0.674","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.198,-0.181,0.485","-0.183,-0.183,0.53","-0.287,-0.169,0.44","0,0,0",1627598318.9465644
"-0.173,-0.15,0.513","-0.302,-0.006,0.423","0,0,0","0,0,0","0,0,0","-0.249,0.04,0.6","-0.197,0.231,0.675","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.199,-0.182,0.487","-0.183,-0.183,0.53","-0.287,-0.169,0.44","0,0,0",1627598319.0557914
